f_0,f_1,h_0,h_1,R_n,R_0,E_phi_0,E_phi_1,E_psi_0,E_psi_1,N_0_0,N_0_1,N_0_2,N_0_3,N_n_0,N_n_1,N_n_2,N_n_3,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7
89,67,104,59,22,66,37,37,86,14,74,72,42,74,88,44,6,64,96,74,34,44,20,84,38,72,40,18,2,80,100,78,22,76
13,8,36,0,4,16,70,58,12,90,98,34,48,50,18,104,72,18,28,40,64,78,20,6,98,4,98,84,72,38,76,34,48,12
104,7,41,51,72,64,10,30,97,54,0,70,68,84,100,100,44,2,58,18,86,56,82,2,56,80,86,22,50,36,30,18,80,40
55,10,21,102,86,16,14,47,31,45,74,86,18,38,92,84,50,78,16,42,8,36,14,58,14,42,0,76,42,94,98,90,90,36
36,57,51,91,62,36,66,104,55,59,16,22,14,86,26,64,96,40,88,92,42,58,90,18,66,16,30,100,64,104,68,88,6,58
55,47,97,70,50,36,23,10,72,46,26,104,14,62,90,60,16,80,10,4,62,70,10,68,26,40,44,44,4,100,24,84,22,102
74,7,97,8,96,90,31,64,32,9,88,22,42,12,50,64,56,22,76,92,48,22,62,38,40,26,4,102,62,52,100,20,28,80
66,68,84,89,16,100,15,97,88,61,86,102,54,18,54,54,68,80,46,28,4,104,24,88,90,30,80,50,12,56,104,62,4,4
45,6,51,89,62,74,68,38,52,22,90,72,22,82,34,12,76,20,66,20,88,92,16,32,10,68,12,90,100,26,52,74,54,50
85,44,1,11,12,28,7,30,60,2,42,84,24,74,86,34,10,40,80,82,60,26,72,56,22,78,92,102,8,60,32,86,80,88
102,103,44,5,100,72,32,49,82,25,102,48,100,60,80,104,34,10,50,40,78,30,28,42,34,28,70,78,84,88,56,46,58,18
58,79,57,24,6,46,29,18,15,11,102,26,100,22,24,0,92,100,86,26,86,38,88,12,8,46,86,32,12,62,32,100,78,50
55,75,89,37,100,54,100,43,21,60,92,54,66,96,100,38,52,78,44,94,76,24,2,2,40,8,104,58,78,36,4,54,60,104
85,56,34,13,56,64,7,0,94,91,40,84,86,48,76,70,96,44,104,2,70,70,98,82,70,60,38,20,30,6,10,20,18,30
68,31,95,82,2,34,68,93,72,97,30,90,66,70,80,12,2,48,54,0,64,28,94,50,32,54,14,12,58,26,104,62,76,34
85,1,73,17,86,66,46,45,31,74,28,78,8,96,58,52,36,24,20,24,58,62,88,90,10,94,42,30,24,70,102,70,36,42
104,81,80,54,24,74,95,99,91,76,0,54,56,88,48,44,100,46,0,68,82,24,64,52,12,80,2,20,4,86,28,90,36,62
11,2,26,71,78,94,39,46,90,17,72,24,76,54,16,10,46,52,50,48,32,90,104,32,56,34,90,54,44,68,76,48,44,98
76,12,55,60,50,62,62,84,33,89,38,38,80,24,42,18,12,20,12,10,56,10,74,60,0,88,80,104,50,98,56,92,22,102
13,83,92,93,74,34,93,54,79,88,68,36,18,24,76,70,34,96,26,26,86,34,56,82,10,10,50,12,68,42,64,42,32,68
83,78,49,62,94,46,23,29,4,80,0,12,66,88,94,16,90,26,56,36,40,42,38,60,92,70,72,88,84,52,0,94,84,40
17,28,65,2,36,40,79,17,68,95,30,48,24,32,10,92,82,96,40,32,68,6,76,14,40,44,78,56,76,102,80,46,92,4
72,68,16,15,68,70,10,85,51,60,58,46,30,90,78,18,6,2,70,76,70,4,0,68,20,78,88,0,96,46,88,6,62,94
12,90,39,98,66,10,79,57,28,88,54,54,8,90,0,46,22,90,98,4,60,42,62,12,72,86,0,90,38,44,30,10,52,42
20,40,101,49,88,68,23,83,12,4,100,46,66,70,22,80,18,48,82,104,62,26,58,0,56,12,64,18,84,2,50,78,46,44
96,49,71,15,10,100,3,42,62,15,10,66,52,86,38,90,30,82,12,58,14,0,6,54,78,36,80,58,2,48,36,40,88,4
80,84,54,92,92,96,16,2,70,54,18,96,84,82,56,32,28,40,76,94,60,60,92,104,10,12,38,34,92,8,72,74,28,90
40,76,31,27,38,32,64,69,12,38,78,92,78,42,58,94,72,98,24,86,2,100,10,82,76,16,4,24,58,94,100,14,96,14
17,68,46,27,102,62,97,65,54,36,6,18,56,10,26,88,56,34,80,38,44,98,44,52,80,2,74,54,4,52,20,84,14,98
18,41,70,66,14,94,95,25,41,95,82,10,4,38,84,52,52,2,20,68,42,16,84,92,16,28,38,22,8,48,32,68,22,76
34,93,87,7,94,82,28,56,68,3,38,58,20,12,40,16,48,26,12,74,0,78,34,98,22,48,18,34,94,0,96,40,22,18
80,38,82,36,54,70,65,84,58,99,94,0,12,8,22,40,84,18,0,96,2,16,0,4,24,48,92,22,54,32,14,14,58,38
99,5,68,66,54,102,26,77,34,94,6,14,58,80,50,60,60,10,6,102,54,48,58,52,92,62,18,36,22,36,6,82,56,32
93,38,63,42,94,76,83,30,69,66,2,16,48,64,58,50,60,94,14,30,52,80,78,36,66,0,34,52,78,98,50,94,72,20
60,26,48,51,54,4,74,25,73,19,66,64,14,0,100,76,44,62,48,72,56,64,42,46,88,96,86,10,48,34,56,82,14,64
29,20,66,3,56,90,14,32,77,98,38,26,88,58,2,16,80,26,0,0,60,24,104,8,32,70,22,22,18,64,70,60,18,0
45,47,53,69,24,24,37,81,103,3,6,90,100,42,52,26,76,12,78,56,102,52,8,80,104,26,62,62,10,36,44,80,80,28
67,25,95,80,78,84,2,72,66,93,76,100,46,100,90,88,22,88,44,0,42,42,14,32,20,54,96,10,58,74,34,94,16,14
45,64,35,67,68,78,48,81,77,22,66,52,78,48,88,60,32,70,10,32,90,54,14,22,64,32,74,100,0,76,90,70,82,38
95,103,98,8,8,66,4,60,83,70,34,24,26,4,12,16,34,66,52,32,42,6,100,70,14,2,90,12,72,70,62,76,102,74
25,11,17,7,84,34,5,66,26,99,50,30,10,14,12,22,82,84,6,52,104,102,80,58,104,30,18,66,104,52,16,50,54,26
18,19,0,49,84,14,38,52,86,100,94,50,98,68,24,58,30,88,64,10,40,86,96,18,10,104,60,72,86,64,6,52,62,18
9,101,26,23,24,26,12,97,13,38,18,48,84,40,92,42,10,28,78,58,94,80,34,82,74,88,70,96,42,82,52,12,32,54
6,82,10,97,44,42,42,76,66,39,38,2,68,6,26,14,80,42,84,82,66,14,92,42,84,100,98,18,32,46,52,72,70,96
84,74,49,11,90,68,102,60,1,45,32,18,72,60,74,60,74,54,48,28,28,30,18,90,82,104,52,16,88,26,38,68,22,82
100,19,83,90,100,56,70,60,30,97,42,26,98,0,76,68,82,52,22,22,64,20,56,38,92,22,104,34,102,94,86,70,36,40
8,88,44,102,92,72,23,41,32,102,50,94,104,42,28,92,38,92,92,78,38,10,8,12,94,98,40,72,92,60,26,64,66,40
100,72,20,103,54,74,38,88,30,49,10,22,78,96,28,44,16,90,10,72,64,86,34,92,54,82,32,40,44,104,26,102,102,50
46,6,74,38,44,6,89,34,4,44,102,0,28,54,12,64,22,24,70,84,26,62,86,50,78,64,16,60,44,36,68,14,78,6
2,24,78,73,82,16,77,12,100,0,82,28,26,60,38,14,34,22,80,94,0,98,12,6,28,14,50,60,2,16,84,10,34,10
98,5,94,30,38,86,39,23,69,91,38,4,68,38,2,98,104,20,0,56,50,74,60,54,48,80,70,104,104,62,8,8,38,20
35,100,1,23,58,26,42,41,32,48,54,42,84,24,64,2,96,8,52,4,70,18,12,96,32,26,84,34,20,82,20,46,34,64
57,96,44,26,56,62,44,29,81,10,44,12,94,64,32,24,60,70,16,100,72,46,60,56,98,26,100,98,38,102,44,84,98,26
48,91,48,84,4,102,74,1,100,60,6,74,18,8,52,16,32,36,14,100,80,88,6,0,44,62,30,100,46,74,48,2,102,92
84,89,48,65,86,90,80,93,69,51,26,34,0,100,70,6,86,36,10,4,6,40,98,56,82,100,58,2,80,2,30,2,14,2
40,2,16,71,12,82,37,71,89,71,32,64,18,16,100,14,28,82,6,96,42,30,22,2,34,102,84,24,70,26,36,104,20,6
93,88,50,88,8,2,80,2,39,96,38,58,70,96,6,2,80,10,36,74,8,48,84,84,28,64,80,36,28,60,68,38,64,38
74,81,90,42,98,56,49,26,61,4,82,60,92,56,10,28,90,102,100,74,36,26,66,32,96,16,78,50,8,24,94,26,58,20
84,69,11,11,42,60,66,29,11,10,102,30,32,84,34,86,100,84,58,74,96,74,94,102,74,76,66,18,74,26,4,44,16,70
6,45,17,60,18,68,22,84,35,82,72,26,102,82,74,82,76,8,0,94,58,104,22,78,98,16,66,58,76,8,54,36,14,34
53,48,37,28,48,26,90,44,87,76,12,8,40,96,42,24,82,20,38,66,12,50,22,68,84,48,32,70,2,8,26,48,26,66
76,88,1,102,70,30,53,39,74,34,28,6,54,22,8,60,98,58,82,92,88,12,60,30,12,20,104,58,26,88,74,28,98,86
20,9,29,65,46,78,53,34,83,35,98,34,8,92,36,58,26,92,14,76,100,84,60,58,68,8,86,12,58,54,14,84,48,76
14,20,73,67,72,80,85,102,8,22,0,98,24,86,32,94,92,22,58,88,98,16,94,102,66,70,34,0,102,86,66,68,44,30
14,17,88,77,86,74,17,17,102,81,86,100,10,40,68,84,54,98,86,86,84,44,78,2,80,54,12,58,62,70,50,22,64,38
67,26,13,74,96,34,61,66,93,98,36,10,98,64,14,36,46,12,20,96,102,30,70,14,70,80,48,24,32,14,12,54,84,32
32,80,32,57,42,20,97,3,97,17,0,64,72,54,6,14,0,24,86,2,66,68,16,50,22,48,64,40,0,68,88,36,94,52
50,64,102,21,58,88,94,34,98,3,78,30,78,2,0,66,82,12,48,100,86,18,34,58,84,10,70,26,92,86,102,72,20,62
92,98,73,17,88,76,41,76,79,43,86,64,10,102,52,24,64,74,26,28,6,90,50,6,60,58,40,90,104,70,76,26,68,34
85,19,100,28,24,24,57,78,6,13,66,28,54,20,62,86,98,84,6,96,12,92,64,22,86,26,12,84,26,84,4,30,22,92
97,68,9,12,18,78,97,27,46,13,72,16,38,62,96,30,24,98,90,86,14,4,44,76,26,18,88,88,46,100,58,32,12,58
32,46,16,93,58,6,97,86,102,3,46,100,66,104,48,42,58,56,52,26,104,4,70,74,98,20,26,76,42,44,44,90,38,42
66,25,23,62,46,22,57,57,18,39,66,8,46,26,8,38,16,74,48,54,102,26,26,70,24,62,8,30,22,60,70,40,14,76
70,59,56,67,50,18,27,34,50,19,98,62,18,20,68,98,68,64,68,12,40,26,72,28,36,42,46,80,66,86,36,94,72,22
97,17,104,32,70,2,58,38,46,19,82,30,102,98,68,102,86,98,74,56,54,32,18,90,54,32,50,12,14,14,24,102,4,62
4,6,87,66,22,52,94,94,80,90,42,90,94,70,82,90,36,58,38,98,66,98,70,0,80,22,46,98,98,20,40,54,102,32
53,50,19,65,28,44,84,79,102,58,94,74,80,30,0,48,52,22,50,96,78,16,24,94,36,98,38,16,90,14,38,56,58,24
64,74,72,102,98,76,33,25,60,15,72,12,38,76,10,66,14,34,62,8,78,0,24,62,10,54,74,20,12,62,68,32,66,26
22,38,50,57,56,54,60,94,94,81,68,34,66,88,44,44,92,90,18,74,60,54,2,8,76,46,80,92,30,94,36,42,104,94
8,94,85,60,20,22,18,45,35,67,48,102,34,104,2,34,36,102,8,38,86,28,38,28,74,86,18,102,18,50,48,8,20,92
35,7,88,26,98,20,1,33,10,21,94,14,54,84,48,68,60,38,60,100,28,28,70,50,86,8,12,2,66,50,96,68,84,76
5,7,87,5,22,70,79,16,68,72,4,82,14,36,4,72,68,64,92,18,34,64,24,24,44,92,92,0,10,80,86,20,78,6
81,65,15,64,98,76,2,92,76,45,50,28,94,50,94,74,102,82,100,86,34,86,94,46,50,46,74,2,72,48,86,44,102,100
10,74,84,92,16,2,99,99,17,33,44,50,76,48,26,30,14,96,96,42,24,2,22,46,50,32,58,78,54,76,20,72,84,18
4,54,20,5,88,30,54,101,46,97,96,34,82,98,26,54,22,20,92,44,82,66,98,40,30,0,38,80,72,14,100,92,16,0
27,64,39,54,78,60,8,15,90,34,82,70,34,74,0,96,94,74,60,30,58,62,40,32,72,102,20,50,88,68,32,18,46,104
3,77,32,55,58,66,22,53,28,51,12,48,52,26,52,0,76,88,78,34,2,4,102,66,80,30,56,30,76,34,60,102,36,94
45,69,7,68,10,102,83,20,38,24,38,86,26,60,96,30,104,24,0,70,84,14,20,58,64,82,74,86,8,20,14,44,86,20
57,30,52,97,8,4,42,16,77,23,42,14,10,0,26,40,76,52,44,0,48,48,78,4,64,40,0,64,52,82,54,48,104,50
42,47,17,54,56,22,14,60,82,31,102,48,24,72,4,96,22,4,84,28,62,38,26,70,8,14,78,88,26,54,76,74,46,74
11,99,79,56,62,50,33,78,60,24,102,40,38,100,68,32,64,16,42,10,100,80,50,90,56,36,12,12,50,64,46,84,54,38
60,78,78,18,40,44,2,51,38,2,32,6,48,8,52,100,94,76,24,2,84,34,18,90,68,62,60,10,64,60,88,12,22,72
21,66,78,90,62,98,44,97,16,70,54,52,74,28,18,28,62,98,48,42,102,40,4,54,82,80,8,38,42,18,48,96,86,22
96,7,38,93,66,8,16,37,90,29,50,42,18,6,44,20,54,18,22,94,56,46,38,74,104,12,82,96,52,42,104,46,16,22
68,81,73,56,2,54,31,75,60,70,100,98,76,20,88,86,8,54,70,16,52,4,66,86,22,42,102,62,8,86,74,14,8,52
2,76,4,77,44,36,60,86,25,57,100,42,24,98,94,78,44,88,10,50,26,16,10,78,12,6,8,100,66,54,60,92,58,70
12,97,57,95,8,76,58,31,88,55,76,98,92,48,56,90,64,28,34,32,34,60,104,8,104,14,22,6,26,90,10,44,38,98
38,9,56,62,18,12,85,85,68,5,36,42,4,6,44,44,56,0,74,58,60,86,92,70,104,2,38,80,68,82,38,102,104,56
47,52,33,89,46,88,64,41,73,85,58,52,94,0,52,96,76,4,26,84,70,52,0,76,46,58,74,72,76,36,86,24,76,46
33,7,78,40,72,74,61,37,9,32,14,98,94,12,62,72,76,92,14,6,12,36,58,30,46,102,64,0,78,4,48,12,0,70
16,80,15,42,34,44,47,22,49,7,50,26,56,40,8,100,10,10,40,38,60,10,82,60,74,76,96,46,82,62,6,64,80,46
60,103,29,26,68,56,27,3,56,81,84,104,100,80,0,66,72,56,48,8,46,50,70,34,4,48,96,54,12,68,8,28,64,44
72,52,99,31,48,32,35,75,56,85,52,100,8,24,70,64,92,46,102,100,92,22,84,60,48,80,72,54,88,78,18,8,8,50
88,13,32,48,42,62,96,77,3,12,94,40,50,82,72,50,48,104,44,26,86,18,62,84,96,100,58,40,38,60,66,92,4,34
99,96,77,12,28,78,3,32,70,18,26,84,60,90,80,78,96,92,36,26,58,44,78,72,22,24,60,38,52,82,38,10,40,86
68,7,89,57,60,52,88,1,24,6,100,36,10,16,94,18,30,88,56,98,6,72,44,42,28,30,44,74,32,12,2,38,90,98
88,19,33,59,4,48,76,78,31,21,102,88,74,92,40,46,0,84,104,104,46,40,76,46,34,30,40,48,74,92,52,54,26,34
2,93,88,44,30,72,104,93,5,87,76,80,6,14,64,42,68,26,14,0,56,48,44,56,102,82,84,40,58,92,22,50,22,68
64,96,95,34,46,8,68,25,10,70,102,70,10,14,12,74,6,52,88,74,2,100,98,102,70,100,18,92,70,32,0,92,46,22
104,46,63,55,60,66,67,18,55,36,88,20,70,74,0,28,44,50,64,26,0,12,80,0,60,102,92,72,20,96,34,52,62,76
28,48,37,64,20,58,79,64,66,98,84,76,104,104,34,68,98,100,66,46,34,20,20,10,76,66,14,8,54,86,54,66,90,36
53,2,37,69,38,38,48,82,4,4,14,26,28,44,48,4,6,38,6,52,56,88,56,86,46,46,30,46,80,18,76,94,60,78
67,9,56,13,94,26,26,78,15,62,86,88,44,20,0,24,42,28,78,76,0,38,64,8,16,26,76,60,92,28,56,76,8,54
33,4,16,104,46,46,52,56,38,68,20,66,6,104,28,12,16,54,32,100,102,30,84,26,46,36,68,84,74,16,56,6,20,94
92,75,66,6,10,68,91,44,100,0,24,38,4,86,80,78,92,44,60,102,78,76,74,0,22,52,2,36,2,70,72,88,48,46
94,56,103,50,66,30,5,100,51,61,38,52,52,16,94,102,48,74,34,6,74,64,28,28,2,26,84,46,94,94,50,62,60,20
47,48,53,69,18,78,75,24,67,33,66,104,78,22,16,56,104,46,52,96,8,38,8,82,48,58,8,66,76,16,80,102,16,72
22,13,66,71,92,32,32,4,55,77,88,20,100,102,52,62,88,28,16,18,66,74,4,48,50,30,28,74,4,98,88,38,18,28
73,49,104,29,46,76,80,102,60,14,42,90,18,88,32,16,50,36,88,90,30,42,14,70,98,48,20,42,6,22,28,54,58,0
28,40,104,63,26,40,32,75,79,102,76,12,44,82,72,42,100,6,82,32,66,32,76,44,102,46,78,14,44,16,38,24,56,82
37,21,67,12,12,96,98,21,4,102,86,4,32,34,30,52,46,70,78,50,0,56,70,60,82,6,36,18,42,12,66,72,18,38
48,54,2,23,20,22,19,11,4,73,12,20,28,48,94,18,44,64,64,8,102,82,48,20,40,44,0,66,96,18,10,38,58,34
52,84,43,28,76,14,17,17,24,84,0,0,58,102,2,94,78,70,78,44,50,44,44,72,16,54,36,102,42,32,48,4,22,52
83,37,20,43,94,72,88,104,36,63,58,84,102,104,34,56,4,58,52,26,100,92,72,72,24,22,22,82,60,96,64,36,82,68
6,14,5,53,4,40,99,39,50,50,38,78,70,72,100,10,48,80,90,30,36,58,70,30,6,4,102,44,98,18,88,50,28,82
72,102,65,98,36,32,87,14,9,43,56,86,46,48,50,74,80,18,4,98,66,30,76,18,24,62,68,84,90,80,80,104,94,16
36,54,56,100,46,82,2,53,16,66,70,96,100,34,66,86,14,96,46,94,72,38,58,80,96,74,54,48,40,12,54,38,36,92
49,23,35,15,34,30,66,55,58,87,2,90,94,100,2,102,58,28,82,12,82,42,82,52,8,54,12,76,0,74,98,100,58,56
22,42,90,41,12,46,40,33,76,24,56,80,20,8,8,66,4,92,22,48,42,58,20,14,12,36,82,88,36,52,22,32,86,26
88,6,20,0,64,64,16,4,8,81,96,70,56,16,96,34,8,4,64,56,16,44,36,4,104,16,38,4,14,46,22,44,54,80
48,51,80,103,50,12,45,10,20,3,66,84,68,84,68,66,54,12,12,92,44,20,72,46,92,82,10,96,82,20,4,100,0,52
26,1,75,18,8,18,18,73,85,72,10,68,54,68,40,48,100,6,48,56,42,48,90,76,44,20,0,72,66,40,24,82,60,28
97,24,98,101,66,10,8,86,37,93,90,80,44,30,94,54,12,58,52,40,74,0,16,38,84,10,32,40,2,86,90,24,84,76
72,104,88,81,52,56,59,35,61,68,38,62,34,102,74,28,16,52,26,4,70,44,2,14,100,56,52,68,74,58,16,84,18,84
39,102,76,36,84,98,41,11,56,50,48,0,22,52,72,68,0,94,80,92,56,66,62,16,26,32,36,50,104,96,78,20,72,20
40,4,35,74,86,10,40,20,100,95,60,66,70,34,8,52,100,48,36,24,58,30,20,102,66,100,38,86,72,56,98,58,92,90
26,91,0,37,16,62,76,73,94,98,0,58,12,88,38,84,94,46,74,12,92,64,74,102,8,18,86,58,12,88,96,38,92,94
43,51,44,83,34,28,18,53,87,72,0,90,6,14,94,92,32,40,96,38,48,84,38,8,54,6,60,12,4,60,2,36,84,80
91,16,34,25,32,80,43,62,86,23,12,68,92,48,98,62,100,18,34,102,38,92,86,80,48,92,40,8,62,64,90,80,10,38
88,34,6,1,20,84,34,74,70,30,20,78,104,40,52,102,102,54,34,68,6,40,92,100,26,8,16,84,66,84,102,50,14,10
101,49,79,73,50,22,30,40,50,13,42,0,2,46,100,56,58,28,20,10,36,90,66,12,56,94,74,36,72,38,42,16,48,68
83,66,68,59,20,44,93,81,34,15,74,8,34,36,54,18,24,0,56,74,10,32,98,62,40,16,58,68,62,28,48,36,22,76
100,85,83,75,16,82,7,48,57,55,100,40,90,56,20,84,18,40,50,24,30,90,54,70,98,74,94,32,98,42,54,74,4,90
74,44,66,25,44,20,57,57,45,44,92,10,104,86,24,8,34,6,34,80,36,36,62,104,36,24,26,90,72,94,86,100,50,34
29,64,8,42,70,30,100,17,37,17,42,66,32,8,0,10,74,28,62,86,74,46,12,34,66,36,22,64,78,4,30,8,40,104
96,36,101,67,36,84,91,53,77,84,58,72,58,70,46,12,88,28,0,76,54,18,12,22,68,100,84,14,56,58,48,8,102,68
20,60,95,52,76,54,9,54,57,97,82,24,22,60,32,38,48,52,8,60,10,16,38,4,66,96,94,104,86,10,0,56,104,94
84,40,42,47,24,20,20,28,54,45,54,84,102,28,46,34,22,70,64,44,102,0,10,64,100,56,96,98,80,38,4,98,102,68
39,27,31,39,24,48,36,0,29,63,38,46,10,58,68,92,62,60,92,78,18,88,40,2,22,12,48,96,50,0,92,44,100,8
66,1,36,83,68,20,29,20,37,77,46,34,94,28,58,66,26,20,58,94,80,6,4,56,12,46,38,62,76,38,70,50,76,50
17,9,10,90,62,100,82,27,69,95,80,88,22,2,32,92,104,76,26,10,92,40,34,98,58,96,54,46,104,66,26,28,86,74
79,22,32,67,44,68,86,59,50,11,96,18,104,40,48,54,104,24,52,74,80,102,16,62,72,14,10,98,72,20,94,92,90,36
0,20,8,104,60,30,96,33,57,86,38,88,96,18,14,86,68,26,0,64,12,42,92,2,94,80,92,10,94,98,78,94,80,86
32,14,32,79,10,90,92,72,43,15,64,34,58,62,58,94,14,96,50,32,58,32,74,20,12,80,98,96,72,98,12,22,98,30
36,47,61,103,4,2,103,83,21,58,38,62,86,34,104,100,2,78,102,20,14,14,62,74,36,78,44,26,14,46,16,28,16,40
22,40,67,67,70,78,3,41,70,60,58,38,94,62,68,30,104,70,98,54,4,58,90,0,92,78,68,82,74,98,40,30,50,68
103,73,86,49,10,64,87,79,69,97,90,102,94,86,6,62,60,72,24,32,58,20,98,84,6,100,90,22,22,26,18,20,6,52
76,43,0,1,26,54,35,99,66,0,104,74,42,48,14,70,100,22,22,52,22,96,82,12,70,28,34,16,32,82,28,98,48,52
27,91,86,98,20,14,15,56,96,7,22,58,8,94,98,30,60,86,52,52,100,6,88,96,46,72,40,30,42,10,102,86,86,16
56,67,8,17,8,58,71,66,50,98,72,54,54,36,48,22,64,100,48,4,20,34,46,52,42,70,30,34,74,48,86,50,100,72
42,67,34,80,10,90,12,42,92,91,56,50,54,38,4,34,36,26,102,48,70,14,20,56,94,80,0,42,10,36,4,4,62,52
61,93,104,32,2,6,55,28,59,71,94,66,40,92,22,86,90,0,0,4,22,72,64,14,100,86,84,58,90,10,46,94,48,30
59,0,8,37,26,4,3,0,100,24,14,52,48,60,30,12,30,46,88,52,98,94,44,60,44,18,26,60,62,16,38,78,96,46
31,2,87,21,80,34,0,74,84,25,12,12,40,92,62,78,10,6,82,98,18,86,40,98,88,14,26,58,2,92,86,58,104,84
94,85,71,64,96,40,85,91,2,74,72,80,28,12,16,84,62,26,18,64,100,28,58,88,46,42,94,10,22,72,40,92,90,64
90,78,58,85,74,90,20,22,47,9,50,32,40,34,6,28,38,96,32,84,10,66,24,60,4,86,34,84,12,16,4,36,16,12
0,10,11,11,38,100,30,46,58,13,18,40,72,54,38,54,74,6,42,82,84,10,86,6,76,12,74,30,16,34,64,54,16,46
68,44,25,63,30,14,39,20,54,48,30,52,4,78,68,10,92,44,28,62,70,96,50,70,8,20,8,24,10,24,12,38,74,14
39,51,62,57,102,82,12,31,44,11,12,12,8,56,66,12,70,92,42,84,38,58,14,22,94,4,98,4,74,86,58,12,52,88
40,18,64,3,38,72,69,91,37,40,82,80,102,82,92,26,74,6,74,32,82,2,78,56,60,98,88,66,66,100,64,96,58,94
58,73,62,58,16,58,55,35,15,53,32,38,8,8,18,52,90,8,70,26,60,4,18,100,52,104,78,52,82,52,66,6,66,18
2,10,80,84,2,20,72,47,45,50,90,32,66,82,72,70,100,12,74,88,42,58,72,28,76,34,48,104,54,100,98,4,62,28
12,31,101,65,78,32,52,46,70,76,58,86,94,30,70,78,50,70,94,102,22,14,44,32,28,48,60,68,72,82,64,78,28,54
52,10,55,92,96,6,78,99,78,55,90,30,50,94,12,70,16,16,14,72,60,52,74,96,0,28,38,46,18,46,10,54,52,82
91,42,10,73,30,58,43,3,1,4,12,100,12,38,94,40,102,64,78,36,92,56,44,90,40,18,28,36,14,14,70,4,76,28
89,76,53,68,30,60,36,59,60,17,66,84,32,76,54,96,28,30,46,26,4,14,22,38,82,54,20,100,28,40,22,102,86,76
13,26,75,30,50,16,43,67,91,17,54,38,16,48,36,22,74,80,60,32,86,88,102,96,4,48,50,58,30,94,22,68,86,40
60,49,64,82,24,56,81,91,11,67,14,74,12,58,66,42,60,18,52,44,2,94,82,98,58,32,22,0,66,34,30,10,76,24
16,41,89,38,30,48,89,9,52,25,6,46,16,68,102,86,34,34,84,24,88,28,56,10,88,36,46,74,98,26,84,82,96,62
40,99,39,62,34,92,56,88,9,26,32,78,80,86,94,30,52,80,68,86,48,90,4,98,46,20,74,68,16,88,20,66,24,26
61,99,54,48,38,62,103,46,95,94,90,92,62,16,88,28,6,60,48,96,62,20,74,82,46,100,32,56,60,44,76,48,28,12
104,91,103,53,26,32,76,35,6,8,20,24,10,18,46,98,86,92,68,34,60,60,10,76,22,100,50,86,34,8,78,24,60,42
63,76,56,103,40,74,40,59,36,16,84,34,72,56,0,56,58,0,98,30,78,74,100,6,30,38,56,12,80,16,34,98,46,88
47,14,36,2,20,34,16,52,21,51,52,18,4,68,0,50,42,2,98,4,102,28,58,104,72,58,32,36,98,24,34,30,46,10
29,87,82,70,46,98,29,32,73,2,34,86,32,100,12,44,30,82,62,26,72,58,98,48,36,36,42,42,64,34,46,76,40,52
79,6,71,42,8,94,81,66,24,94,80,96,72,36,58,96,74,66,34,46,64,102,70,72,46,66,0,68,70,72,66,32,16,104
73,104,98,5,26,68,12,42,44,56,68,36,70,42,80,8,10,30,30,20,82,42,0,88,94,18,28,56,98,18,22,96,48,16
15,56,6,82,62,38,16,16,10,12,98,0,90,34,0,32,40,14,80,46,54,102,22,36,38,74,14,78,8,2,54,92,92,84
22,88,41,63,32,88,52,65,69,16,0,48,72,74,0,90,32,8,32,22,58,30,98,32,38,102,44,54,94,48,14,66,8,24
63,73,98,21,92,54,81,86,86,5,8,90,16,26,36,12,22,88,92,78,88,76,96,0,20,94,100,88,54,82,4,96,94,96
16,30,101,31,70,60,55,0,9,69,32,94,26,84,78,100,28,32,50,94,68,16,56,44,56,52,6,42,56,104,104,68,4,32
38,13,88,102,2,36,10,94,72,8,14,98,66,28,14,54,46,58,66,12,92,16,94,4,24,54,100,26,12,86,12,96,22,98
97,65,55,60,38,66,35,44,82,79,98,104,66,94,68,20,92,24,66,66,102,66,12,36,90,98,102,80,32,4,70,80,54,0
60,42,49,53,98,52,64,54,58,2,92,52,52,64,6,86,102,12,22,40,26,16,36,24,60,64,88,34,98,40,98,80,16,58
67,77,82,80,56,52,22,57,76,63,88,26,22,42,2,100,72,90,26,60,70,56,96,0,60,68,50,36,42,76,4,0,36,62
99,3,99,6,26,82,36,94,18,67,26,28,48,70,52,46,24,60,58,8,20,10,18,98,30,96,38,24,52,62,26,92,50,0
67,67,74,66,96,16,76,29,46,104,70,2,50,94,96,28,92,12,42,32,74,80,38,34,48,64,48,86,68,24,62,50,4,74
45,92,64,1,58,100,58,84,101,96,94,62,54,58,96,18,16,68,4,14,102,62,42,68,28,4,102,16,4,72,28,58,60,86
35,8,31,102,30,84,17,58,58,6,4,12,52,34,74,60,62,94,72,62,10,74,8,18,26,78,88,90,32,24,92,94,76,6
27,55,32,82,70,50,1,2,4,42,70,100,38,48,10,60,2,46,14,28,82,14,16,30,2,14,56,12,24,50,28,80,0,50
74,81,69,71,58,26,85,101,26,64,92,96,26,96,32,86,52,0,14,8,38,24,74,2,52,52,100,60,32,34,14,28,38,14
84,19,77,45,92,14,51,100,89,79,100,42,96,76,14,42,78,34,40,94,6,76,76,48,82,60,102,98,76,60,76,98,18,80
67,58,12,13,44,54,48,64,42,61,54,66,0,10,94,66,58,40,36,88,26,0,22,86,36,52,68,96,72,94,6,66,32,12
